MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	LIBRARY	SAMPLE_NAME	FRAGMENT_LENGTH
110	95	23	65	623	115.893691	37.810145	39710	FR	9	19	29	37	47	57	69	81	95	131	317	NA	20-139-02329-GER2106903	65
112	95	22	70	623	118.326082	36.872584	37779	FR	9	19	27	37	45	55	67	77	93	131	317	NA	20-139-02329-GER2106903	70
114	95	21	75	623	120.876679	35.992784	35765	FR	9	17	27	35	43	53	63	73	91	133	315	NA	20-139-02329-GER2106903	75
117	95	21	80	623	123.407823	35.494324	33834	FR	9	17	25	35	43	51	61	69	87	135	311	NA	20-139-02329-GER2106903	80
119	95	20	85	623	126.059377	34.759879	31746	FR	9	17	25	33	41	49	57	65	87	141	311	NA	20-139-02329-GER2106903	85
121	95	19	90	623	128.631481	34.197175	29753	FR	9	17	23	31	39	49	55	61	87	147	311	NA	20-139-02329-GER2106903	90
125	95	18	95	623	132.170702	33.503957	27056	FR	9	15	23	29	37	45	53	59	83	157	313	NA	20-139-02329-GER2106903	95
26	26	2	19	233	27.136531	4.401289	645	FR	1	1	3	5	5	5	11	23	103	161	235	NA	19-298-02976-GER2107011	0
76.5	38	26	37	233	82.730769	36.662041	130	FR	15	23	33	41	51	65	71	77	115	135	219	NA	19-298-02976-GER2107011	37
82	38	26	38	233	83.811024	36.402453	127	FR	13	25	31	43	53	63	75	87	107	123	207	NA	19-298-02976-GER2107011	38
85	97	24.5	40	233	87.288136	35.425883	118	FR	7	23	29	43	49	59	71	85	105	117	201	NA	19-298-02976-GER2107011	40
90	97	21	50	233	94.633663	33.000825	101	FR	9	15	29	37	43	53	63	71	95	107	191	NA	19-298-02976-GER2107011	50
96.5	97	19	61	233	101.337209	31.207318	86	FR	5	17	23	27	39	47	59	67	87	131	275	NA	19-298-02976-GER2107011	60
97	97	16	65	233	103.728395	30.579001	81	FR	5	15	21	25	33	45	55	65	85	129	273	NA	19-298-02976-GER2107011	65
98.5	97	14.5	70	233	107.162162	29.769446	74	FR	5	15	21	25	29	41	51	65	85	149	271	NA	19-298-02976-GER2107011	70
106	97	16	75	233	110.850746	28.878667	67	FR	7	15	19	25	33	41	47	61	75	133	255	NA	19-298-02976-GER2107011	75
106.5	97	16	82	233	112.484375	28.515099	64	FR	7	15	19	25	31	39	45	59	75	133	255	NA	19-298-02976-GER2107011	80
108	97	15	85	233	114.433333	28.396924	60	FR	5	11	21	23	29	39	45	55	71	129	251	NA	19-298-02976-GER2107011	85
110	97	13	90	233	119.352941	28.046977	51	FR	5	9	17	25	27	33	41	55	67	131	247	NA	19-298-02976-GER2107011	90
114	97	16	95	233	123.022222	27.865333	45	FR	9	9	15	21	33	35	39	49	95	123	239	NA	19-298-02976-GER2107011	95
26	26	2	19	173	26.877395	3.744261	565	FR	1	1	3	5	5	5	9	13	23	93	227	NA	20-350-02912-GER2107080	0
72	37	30	37	173	81.333333	38.839566	57	FR	23	25	35	51	61	69	71	87	135	171	203	NA	20-350-02912-GER2107080	37
82	60	28	38	173	86.54902	37.761522	51	FR	15	33	43	45	57	67	87	89	115	151	183	NA	20-350-02912-GER2107080	38
89	60	28	40	173	92.955556	35.546356	45	FR	15	19	35	51	57	59	71	93	111	137	169	NA	20-350-02912-GER2107080	40
94.5	60	32.5	54	173	96.47619	34.124048	42	FR	11	17	29	43	65	69	73	81	101	127	159	NA	20-350-02912-GER2107080	50
99	60	27	60	173	101.945946	32.669172	37	FR	3	21	31	33	55	73	77	79	105	131	149	NA	20-350-02912-GER2107080	60
106	99	21	66	173	111.633333	28.490148	30	FR	15	15	19	29	41	51	59	69	91	117	135	NA	20-350-02912-GER2107080	65
110	99	21	72	173	113.206897	27.635871	29	FR	9	17	23	33	43	53	59	69	95	109	127	NA	20-350-02912-GER2107080	70
111.5	99	21	80	173	114.678571	26.960951	28	FR	7	19	25	31	41	51	57	63	93	107	125	NA	20-350-02912-GER2107080	75
111.5	99	21	80	173	114.678571	26.960951	28	FR	7	19	25	31	41	51	57	63	93	107	125	NA	20-350-02912-GER2107080	80
114.5	99	17	86	173	120.208333	25.089369	24	FR	3	9	31	31	35	45	51	61	87	101	119	NA	20-350-02912-GER2107080	85
115	99	16.5	92	173	123.181818	24.042891	22	FR	3	11	27	33	33	41	47	59	85	99	117	NA	20-350-02912-GER2107080	90
115	99	16	97	173	124.666667	23.580359	21	FR	3	11	27	33	33	37	45	59	85	99	117	NA	20-350-02912-GER2107080	95
27	26	3	19	209	28.453865	5.703375	462	FR	1	3	3	5	7	9	11	17	71	171	241	NA	19-290-02482-GER2110245	0
66	60	27	37	209	85.862069	42.686846	87	FR	13	15	25	39	55	71	83	105	155	163	287	NA	19-290-02482-GER2110245	37
73	60	30	38	209	88.216867	42.296298	83	FR	23	27	33	51	61	67	77	93	141	149	273	NA	19-290-02482-GER2110245	38
77.5	60	27.5	40	209	91.397436	41.653593	78	FR	25	35	37	49	57	61	75	99	133	171	265	NA	19-290-02482-GER2110245	40
101.5	60	40	50	209	98.264706	40.239439	68	FR	9	23	35	57	81	83	85	87	95	123	217	NA	19-290-02482-GER2110245	50
105.5	60	33	60	209	107.321429	38.697008	56	FR	5	15	27	43	65	77	83	89	91	207	209	NA	19-290-02482-GER2110245	60
117	143	25	65	209	118.711111	34.585613	45	FR	3	13	23	29	51	53	59	89	103	183	185	NA	19-290-02482-GER2110245	65
117	143	24	72	209	121.186047	33.346847	43	FR	3	13	23	29	49	53	55	71	91	183	185	NA	19-290-02482-GER2110245	70
117	143	15	82	209	126.153846	30.931621	39	FR	1	11	21	25	31	53	53	59	91	185	185	NA	19-290-02482-GER2110245	75
117	143	15	82	209	126.153846	30.931621	39	FR	1	11	21	25	31	53	53	59	91	185	185	NA	19-290-02482-GER2110245	80
117.5	143	15	88	209	127.315789	30.472057	38	FR	1	11	21	25	29	51	53	55	91	185	185	NA	19-290-02482-GER2110245	85
118	143	15	90	209	128.378378	30.170213	37	FR	3	13	21	27	31	49	51	55	89	183	183	NA	19-290-02482-GER2110245	90
118	143	15	101	209	130.542857	29.572784	35	FR	3	3	17	25	31	35	51	51	89	183	183	NA	19-290-02482-GER2110245	95
26	26	2	20	144	26.939302	3.634011	672	FR	1	1	3	3	5	5	9	11	13	19	97	NA	19-238-02730-GER2107033	0
58	37	19	37	144	66.56	35.725901	25	FR	5	7	33	33	39	41	43	87	135	155	173	NA	19-238-02730-GER2107033	37
60	60	19	38	144	72.190476	36.38079	21	FR	1	5	29	37	39	43	45	117	131	151	169	NA	19-238-02730-GER2107033	38
61	60	19	41	144	80.117647	36.109006	17	FR	3	3	27	27	39	41	81	127	149	167	167	NA	19-238-02730-GER2107033	40
74	60	16	58	144	91.846154	33.241155	13	FR	1	27	29	29	33	55	101	103	123	141	141	NA	19-238-02730-GER2107033	50
87.5	60	27.5	60	144	94.666667	33.054592	12	FR	27	29	53	55	55	63	75	77	97	115	115	NA	19-238-02730-GER2107033	60
121	74	17	74	144	111.875	26.486857	8	FR	7	7	9	29	29	41	47	95	95	95	95	NA	19-238-02730-GER2107033	65
121	74	17	74	144	111.875	26.486857	8	FR	7	7	9	29	29	41	47	95	95	95	95	NA	19-238-02730-GER2107033	70
124.5	101	8.5	101	144	124.5	14.734314	6	FR	1	3	3	13	13	23	41	41	47	47	47	NA	19-238-02730-GER2107033	75
124.5	101	8.5	101	144	124.5	14.734314	6	FR	1	3	3	13	13	23	41	41	47	47	47	NA	19-238-02730-GER2107033	80
124.5	101	8.5	101	144	124.5	14.734314	6	FR	1	3	3	13	13	23	41	41	47	47	47	NA	19-238-02730-GER2107033	85
124.5	101	8.5	101	144	124.5	14.734314	6	FR	1	3	3	13	13	23	41	41	47	47	47	NA	19-238-02730-GER2107033	90
124.5	101	8.5	101	144	124.5	14.734314	6	FR	1	3	3	13	13	23	41	41	47	47	47	NA	19-238-02730-GER2107033	95
78	26	34	19	531	86.231797	50.546127	6519	FR	15	31	49	61	69	81	97	107	137	197	341	NA	19-036-02899-GER2110506	0
90	44	32	37	531	96.315032	47.938358	5564	FR	17	29	41	53	65	79	89	99	123	199	351	NA	19-036-02899-GER2110506	37
91	44	32	38	531	96.973608	47.792281	5503	FR	17	29	41	53	65	77	89	99	121	199	349	NA	19-036-02899-GER2110506	38
92	44	31	40	531	98.177968	47.53314	5392	FR	17	27	41	53	63	77	89	97	119	199	349	NA	19-036-02899-GER2110506	40
103	65	27	50	531	107.33699	43.970486	4574	FR	11	23	35	45	55	67	81	93	111	185	357	NA	19-036-02899-GER2110506	50
